datetime,load_factor,loss_factor,energy_loss,tag_WTI,tag_OTI_A,tag_OTI_T,tag_MOG_A
2019-07-04 17:00:00,0.0003918983505312,3.0630043163682066e-07,5.375451100219294e-07,0,0,0,0
2019-07-04 18:00:00,0.0005193254215628,5.247113776609341e-07,9.439461271851828e-07,0,0,0,0
2019-07-04 19:00:00,0.0005169211372038,5.200765170230908e-07,9.352261173082796e-07,0,0,0,0
2019-07-04 20:00:00,0.0005361554120765,5.577040615920426e-07,1.0061191906462613e-06,0,0,0,0
2019-07-04 21:00:00,0.0005481768338719,5.818570980886364e-07,1.0517424441785531e-06,0,0,0,0
2019-07-04 22:00:00,0.0005481768338719,5.818570980886364e-07,1.0517424441785531e-06,0,0,0,0
2019-07-04 23:00:00,0.0005577939713082,6.015308928123915e-07,1.0889694004975845e-06,0,0,0,0
2019-07-05 00:00:00,0.0005577939713082,6.015308928123915e-07,1.0889694004975845e-06,0,0,0,0
2019-07-05 01:00:00,0.0005674111087446,6.215164944247056e-07,1.1268437821439034e-06,0,0,0,0
2019-07-05 02:00:00,0.0005674111087446,6.215164944247056e-07,1.1268437821439034e-06,0,0,0,0
2019-07-05 03:00:00,0.0005674111087446,6.215164944247056e-07,1.1268437821439034e-06,0,0,0,0
2019-07-05 04:00:00,0.0005601982556673,6.064980797785535e-07,1.0983772997847312e-06,0,0,0,0
2019-07-05 05:00:00,0.0005577939713082,6.015308928123915e-07,1.0889694004975845e-06,0,0,0,0
2019-07-05 06:00:00,0.0005337511277174,5.529320911850179e-07,9.971159321886695e-07,0,0,0,0
2019-07-05 07:00:00,0.0005289425589992,5.434468489273516e-07,9.792308075223524e-07,0,0,0,0
2019-07-05 08:00:00,0.0005361554120765,5.577040615920426e-07,1.0061191906462613e-06,0,0,0,0
2019-07-05 09:00:00,0.0005289425589992,5.434468489273516e-07,9.792308075223524e-07,0,0,0,0
2019-07-05 10:00:00,0.0005169211372038,5.200765170230908e-07,9.352261173082796e-07,0,0,0,0
2019-07-05 11:00:00,0.0005079050708572,5.028705857158531e-07,9.028864635087132e-07,0,0,0,1
2019-07-05 12:00:00,0.000495282577972,4.792465934510665e-07,8.585669121491434e-07,0,0,0,0
2019-07-05 13:00:00,0.0001250227866725,3.44701602338366e-08,5.470744015579424e-08,0,0,0,0
2019-07-06 12:00:00,0.0007862009854216,1.1594718582926186e-06,2.1633919631726783e-06,0,0,0,0
2019-07-06 13:00:00,0.0016012533831522,4.5178065982134826e-06,8.97404338969803e-06,0,0,0,0
2019-07-06 14:00:00,0.0016188848017855,4.613397633915031e-06,9.172758005083116e-06,0,0,0,0
2019-07-06 15:00:00,0.0015916362457159,4.46606855203151e-06,8.8665707853683e-06,0,0,0,0
2019-07-06 16:00:00,0.0016084662362295,4.5567966292408586e-06,9.055072715816354e-06,0,0,0,0
2019-07-06 17:00:00,0.0016036576675113,4.530785517572864e-06,9.001012700987847e-06,0,0,0,0
2019-07-08 10:00:00,0.0015579762646886,4.287225433188036e-06,8.495515144666649e-06,0,0,0,0
2019-07-08 11:00:00,0.0011540564923619,2.415339340190452e-06,4.661462356470039e-06,0,0,0,0
2019-07-08 12:00:00,0.0015483591272523,4.236768042363403e-06,8.390955954309717e-06,0,0,0,0
2019-07-08 13:00:00,0.0015613422627914,4.304952825708131e-06,8.532263815525146e-06,0,0,0,0
2019-07-08 14:00:00,0.0015488262844981,4.239212450451657e-06,8.396020008433543e-06,0,0,0,0
2019-07-08 15:00:00,0.0015579762646886,4.287225433188036e-06,8.495515144666649e-06,0,0,0,0
2019-07-13 12:00:00,0.9310663309097068,0.8723503694494267,3.034095793937823,0,0,0,1
2019-07-13 13:00:00,0.8719834470694907,0.7695764270732387,2.66124296187117,0,0,0,1
2019-07-13 14:00:00,0.8324233522250652,0.7042035592030678,2.4252502306536527,0,0,0,1
2019-07-13 15:00:00,0.7980565115962687,0.649663294565581,2.2291296849542186,0,0,0,1
2019-07-13 16:00:00,0.8367670926338165,0.7112462354975362,2.450627085601975,0,0,0,1
2019-07-13 17:00:00,0.7660122096583507,0.6007013986358695,2.053711468709841,0,0,0,1
2019-07-13 18:00:00,0.8111526485002183,0.6701995827425731,2.302890167091215,0,0,0,1
2019-07-13 19:00:00,0.7616316035560933,0.5941503496305272,2.030289448373991,0,0,0,1
2019-07-13 20:00:00,0.6465240855804208,0.4343481369621599,1.4629768763245978,0,0,0,1
2019-07-13 21:00:00,0.5129901322767018,0.2790798169690088,0.921056065346438,0,0,0,1
2019-07-13 22:00:00,0.4605118175708991,0.2270473149546609,0.7422489694285856,0,0,0,1
2019-07-13 23:00:00,0.4465621597194735,0.214079080215335,0.697962168726622,0,0,0,1
2019-07-14 00:00:00,0.3778020313339305,0.1554996156581253,0.4995703120801546,0,0,0,1
2019-07-14 01:00:00,0.3565770090119061,0.1392249856558833,0.4450150717455695,0,0,0,1
2019-07-14 02:00:00,0.3569849359248313,0.1395296773260953,0.4460338556703958,0,0,0,1
2019-07-14 10:00:00,0.6730457463455147,0.4690522724137002,1.5854670183582682,0,0,0,1
2019-07-14 11:00:00,0.596322628162674,0.3721518870374709,1.2446023690059358,0,0,0,1
2019-07-14 12:00:00,0.5240121732068784,0.2906569494063258,0.9610606518414844,0,0,0,1
2019-07-14 13:00:00,0.4636734515030992,0.2300370471902899,0.7524757437007892,0,0,0,1
2019-07-14 14:00:00,0.4362189284066791,0.2046986679367792,0.6660043372509501,0,0,0,1
2019-07-14 15:00:00,0.4062519281550127,0.1786556980597238,0.5776422019538296,0,0,0,1
2019-07-14 16:00:00,0.4098030561533849,0.181653499479678,0.5877849069142902,0,0,0,1
2019-07-14 17:00:00,0.4409577728784405,0.208971504112611,0.6805531511167002,0,0,0,1
2019-07-14 18:00:00,0.4949579995835456,0.2606241650244888,0.857441974731108,0,0,0,1
2019-07-14 19:00:00,0.5232035322341053,0.2897999564803973,0.9580967764978556,0,0,0,1
2019-07-14 20:00:00,0.4952585351284315,0.2609268217256789,0.8584835581614593,0,0,0,1
2019-07-14 21:00:00,0.4627670362997231,0.2291780073775684,0.7495366545997025,0,0,0,1
2019-07-14 22:00:00,0.4262002754823615,0.1958039480192465,0.6357633618743431,0,0,0,1
2019-07-14 23:00:00,0.3760324780456421,0.1541100218477545,0.4949014859080121,0,0,0,1
2019-07-15 00:00:00,0.3628353611986109,0.1439344546008752,0.4607732476764424,0,0,0,1
2019-07-15 01:00:00,0.3359578663483718,0.1242386046686591,0.3950369078647265,0,0,0,1
2019-07-15 02:00:00,0.313016184993959,0.1085234795989949,0.3429269622386033,0,0,0,1
2019-07-15 03:00:00,0.3028075936052735,0.1018569925049289,0.3209235356075577,0,0,0,1
2019-07-15 04:00:00,0.2829049276807474,0.089441002670972,0.2801231933711712,0,0,0,1
2019-07-15 05:00:00,0.2710469972217278,0.0824102583920922,0.2571326614602037,0,0,0,1
2019-07-15 06:00:00,0.2766105112286563,0.0856747636195043,0.2677968122276251,0,0,0,1
2019-07-15 07:00:00,0.2953495035233842,0.097114236631445,0.3053096523102833,0,0,0,1
2019-07-15 08:00:00,0.3413242290378551,0.1280605991800653,0.4077578026490016,0,0,0,1
2019-07-15 09:00:00,0.3306540150522248,0.120515444454479,0.3826622718455491,0,0,0,1
2019-07-15 10:00:00,0.334916811220887,0.1235035507421645,0.3925924465342855,0,0,0,1
2019-07-15 11:00:00,0.4087932567225681,0.1807986231587953,0.5848917435964524,0,0,0,1
2019-07-15 12:00:00,0.4203434387836244,0.1906915152245795,0.6184101228495493,0,0,0,1
2019-07-15 13:00:00,0.5078137080515863,0.2737202016871641,0.902561667297856,0,0,0,1
2019-07-15 14:00:00,0.4992977328516985,0.2650107821432685,0.8725437911079612,0,0,0,1
2019-07-15 15:00:00,0.5308419436429263,0.2979432295572481,0.986276091957099,0,0,0,1
2019-07-15 16:00:00,0.546224554972368,0.3146688635928782,1.044264425591665,0,0,0,1
2019-07-15 17:00:00,0.6027877488042602,0.3799044366028954,1.2717357453797775,0,0,0,1
2019-07-15 18:00:00,0.7263439220177663,0.5426303621821138,1.8465142256825289,0,0,0,1
2019-07-15 19:00:00,0.7224658113465581,0.5371043600954472,1.8268489699762416,0,0,0,1
2019-07-15 20:00:00,0.6678861521109131,0.4622011942063536,1.561251692635326,0,0,0,1
2019-07-15 21:00:00,0.4744783054128383,0.2403951382424678,0.7879538180760355,0,0,0,1
2019-07-15 22:00:00,0.4594202724718734,0.2260194513968076,0.7387344536534564,0,0,0,1
2019-07-15 23:00:00,0.3494963915743935,0.1339869295969774,0.4275170470323262,0,0,0,1
2019-07-16 00:00:00,0.314033197277853,0.1091986507946189,0.3451589714739284,0,0,0,1
2019-07-16 01:00:00,0.3018771355583067,0.1012594074010212,0.318954317405109,0,0,0,1
2019-07-16 02:00:00,0.2821595995294302,0.0889910058315304,0.2786491386231295,0,0,0,1
2019-07-16 03:00:00,0.2838401942964323,0.0900072075583314,0.2819783956438276,0,0,0,1
2019-07-16 04:00:00,0.2657070816601945,0.079333896174264,0.2471008863553205,0,0,0,1
2019-07-16 05:00:00,0.2425778661257729,0.0666554154603671,0.2059540739694669,0,0,0,1
2019-07-16 06:00:00,0.2143018792066646,0.0525922404790835,0.1607385340102776,0,0,0,1
2019-07-16 07:00:00,0.2930502062479768,0.0956738308955116,0.3005744818369362,0,0,0,1
2019-07-16 08:00:00,0.4041722221844021,0.1769110970572678,0.5717431481491719,0,0,0,1
2019-07-16 09:00:00,0.3714162520761941,0.1505130121008878,0.4828251130721444,0,0,0,1
2019-07-16 10:00:00,0.5648481416178597,0.3355006906335239,1.1166869808120237,0,0,0,1
2019-07-16 11:00:00,0.689818034034509,0.4916549863936382,1.6654712202773228,0,0,0,1
