,TimeStamp,assetnum,c2h2,co2,co,c2h6,c2h4,h2,ch4,n2,o2,TDCG,h2o,timestamp
181,2023-07-21T18:59:29.7530953-04:00,10621447,0.0,518.814636230469,64.0888671875,0.0,0.0,0.0,0.0,13000.884765625,4303.10986328125,0.0,3.05185103416443,2023-07-21 18:59:29.753095300-04:00
101,2023-07-21T18:59:29.7530953-04:00,10608851,0.0,1373.33288574219,430.310974121094,0.0,0.0,0.0,0.0,9018.2197265625,2105.77709960938,0.0,3.05185103416443,2023-07-21 18:59:29.753095300-04:00
281,2023-07-21T18:59:29.7530953-04:00,10793169,0.0,1007.11083984375,540.177612304688,0.0,0.0,0.0,0.0,17990.662109375,6103.70166015625,0.0,3.05185103416443,2023-07-21 18:59:29.753095300-04:00
241,2023-07-21T18:59:29.7530953-04:00,10793168,0.0,1220.74035644531,759.910888671875,0.0,0.0,6.10370206832886,0.0,23987.548828125,9491.2568359375,0.0,3.05185103416443,2023-07-21 18:59:29.753095300-04:00
121,2023-07-21T18:59:29.7530953-04:00,10621445,0.0,488.296142578125,45.7777633666992,0.0,0.0,0.0,0.0,3021.33251953125,1403.85144042969,0.0,3.05185103416443,2023-07-21 18:59:29.753095300-04:00
141,2023-07-21T18:59:29.7530953-04:00,10621445,0.0,488.296142578125,45.7777633666992,0.0,0.0,0.0,0.0,3021.33251953125,1403.85144042969,0.0,3.05185103416443,2023-07-21 18:59:29.753095300-04:00
221,2023-07-21T18:59:29.7530953-04:00,10793167,0.0,885.036804199219,402.844329833984,0.0,0.0,0.0,0.0,11993.7744140625,5584.88720703125,0.0,3.05185103416443,2023-07-21 18:59:29.753095300-04:00
201,2023-07-21T18:59:29.7530953-04:00,10793167,0.0,885.036804199219,402.844329833984,0.0,0.0,0.0,0.0,11993.7744140625,5584.88720703125,0.0,3.05185103416443,2023-07-21 18:59:29.753095300-04:00
161,2023-07-21T18:59:29.7530953-04:00,10621447,0.0,518.814636230469,64.0888671875,0.0,0.0,0.0,0.0,13000.884765625,4303.10986328125,0.0,3.05185103416443,2023-07-21 18:59:29.753095300-04:00
261,2023-07-21T18:59:29.7530953-04:00,10793168,0.0,1220.74035644531,759.910888671875,0.0,0.0,6.10370206832886,0.0,23987.548828125,9491.2568359375,0.0,3.05185103416443,2023-07-21 18:59:29.753095300-04:00
61,2023-07-21T18:59:29.7530953-04:00,10608848,0.0,946.073791503906,274.666595458984,0.0,0.0,0.0,30.5185089111328,5996.88720703125,2197.33276367188,0.0,3.05185103416443,2023-07-21 18:59:29.753095300-04:00
41,2023-07-21T18:59:29.7530953-04:00,10608848,0.0,946.073791503906,274.666595458984,0.0,0.0,0.0,30.5185089111328,5996.88720703125,2197.33276367188,0.0,3.05185103416443,2023-07-21 18:59:29.753095300-04:00
421,2023-07-21T18:59:29.7530953-04:00,10808161,0.0,915.555297851563,476.088745117188,0.0,0.0,6.10370206832886,0.0,16983.55078125,6805.62744140625,0.0,3.05185103416443,2023-07-21 18:59:29.753095300-04:00
1,2023-07-21T18:59:29.7530953-04:00,10047622,0.0,854.518249511719,201.422164916992,0.0,0.0,12.2074041366577,0.0,43992.4296875,12207.4033203125,0.0,3.05185103416443,2023-07-21 18:59:29.753095300-04:00
501,2023-07-21T18:59:29.7530953-04:00,10883313,0.0,946.073791503906,503.555419921875,0.0,0.0,6.10370206832886,0.0,16983.55078125,5798.5166015625,0.0,3.05185103416443,2023-07-21 18:59:29.753095300-04:00
481,2023-07-21T18:59:29.7530953-04:00,10883313,0.0,946.073791503906,503.555419921875,0.0,0.0,6.10370206832886,0.0,16983.55078125,5798.5166015625,0.0,3.05185103416443,2023-07-21 18:59:29.753095300-04:00
461,2023-07-21T18:59:29.7530953-04:00,10808163,0.0,915.555297851563,457.777648925781,0.0,0.0,0.0,0.0,15015.1064453125,6897.18310546875,0.0,3.05185103416443,2023-07-21 18:59:29.753095300-04:00
441,2023-07-21T18:59:29.7530953-04:00,10808163,0.0,915.555297851563,457.777648925781,0.0,0.0,0.0,0.0,15015.1064453125,6897.18310546875,0.0,3.05185103416443,2023-07-21 18:59:29.753095300-04:00
301,2023-07-21T18:59:29.7530953-04:00,10793169,0.0,1007.11083984375,540.177612304688,0.0,0.0,0.0,0.0,17990.662109375,6103.70166015625,0.0,3.05185103416443,2023-07-21 18:59:29.753095300-04:00
21,2023-07-21T18:59:29.7530953-04:00,10047622,0.0,854.518249511719,201.422164916992,0.0,0.0,12.2074041366577,0.0,43992.4296875,12207.4033203125,0.0,3.05185103416443,2023-07-21 18:59:29.753095300-04:00
401,2023-07-21T18:59:29.7530953-04:00,10808161,0.0,915.555297851563,476.088745117188,0.0,0.0,6.10370206832886,0.0,16983.55078125,6805.62744140625,0.0,3.05185103416443,2023-07-21 18:59:29.753095300-04:00
381,2023-07-21T18:59:29.7530953-04:00,10808160,0.0,1007.11083984375,476.088745117188,0.0,0.0,6.10370206832886,0.0,16983.55078125,6286.81298828125,0.0,3.05185103416443,2023-07-21 18:59:29.753095300-04:00
81,2023-07-21T18:59:29.7530953-04:00,10608851,0.0,1373.33288574219,430.310974121094,0.0,0.0,0.0,0.0,9018.2197265625,2105.77709960938,0.0,3.05185103416443,2023-07-21 18:59:29.753095300-04:00
354,2023-07-21T18:59:29.7530953-04:00,10795927,0.0,213.62956237793,201.422164916992,0.0,0.0,6.10370206832886,0.0,14007.99609375,8209.4794921875,0.0,3.05185103416443,2023-07-21 18:59:29.753095300-04:00
361,2023-07-21T18:59:29.7530953-04:00,10808160,0.0,1007.11083984375,476.088745117188,0.0,0.0,6.10370206832886,0.0,16983.55078125,6286.81298828125,0.0,3.05185103416443,2023-07-21 18:59:29.753095300-04:00
321,2023-07-21T18:59:29.7530953-04:00,10795927,0.0,213.62956237793,201.422164916992,0.0,0.0,6.10370206832886,0.0,14007.99609375,8209.4794921875,0.0,3.05185103416443,2023-07-21 18:59:29.753095300-04:00
282,2023-07-22T02:59:29.7530953-04:00,10793169,0.0,1007.11083984375,531.022094726563,0.0,0.0,0.0,0.0,16983.55078125,6012.146484375,0.0,3.05185103416443,2023-07-22 02:59:29.753095300-04:00
502,2023-07-22T02:59:29.7530953-04:00,10883313,0.0,915.555297851563,494.399841308594,0.0,0.0,6.10370206832886,0.0,16983.55078125,5706.96142578125,0.0,3.05185103416443,2023-07-22 02:59:29.753095300-04:00
102,2023-07-22T02:59:29.7530953-04:00,10608851,0.0,1403.85144042969,439.466522216797,0.0,0.0,0.0,0.0,9018.2197265625,2105.77709960938,0.0,3.05185103416443,2023-07-22 02:59:29.753095300-04:00
482,2023-07-22T02:59:29.7530953-04:00,10883313,0.0,915.555297851563,494.399841308594,0.0,0.0,6.10370206832886,0.0,16983.55078125,5706.96142578125,0.0,3.05185103416443,2023-07-22 02:59:29.753095300-04:00
122,2023-07-22T02:59:29.7530953-04:00,10621445,0.0,457.777648925781,45.7777633666992,0.0,0.0,0.0,0.0,3021.33251953125,1403.85144042969,0.0,3.05185103416443,2023-07-22 02:59:29.753095300-04:00
322,2023-07-22T02:59:29.7530953-04:00,10795927,0.0,213.62956237793,192.266616821289,0.0,0.0,6.10370206832886,0.0,14007.99609375,7904.2939453125,0.0,3.05185103416443,2023-07-22 02:59:29.753095300-04:00
462,2023-07-22T02:59:29.7530953-04:00,10808163,0.0,854.518249511719,439.466522216797,0.0,0.0,0.0,0.0,14007.99609375,6408.88720703125,0.0,3.05185103416443,2023-07-22 02:59:29.753095300-04:00
142,2023-07-22T02:59:29.7530953-04:00,10621445,0.0,457.777648925781,45.7777633666992,0.0,0.0,0.0,0.0,3021.33251953125,1403.85144042969,0.0,3.05185103416443,2023-07-22 02:59:29.753095300-04:00
382,2023-07-22T02:59:29.7530953-04:00,10808160,0.0,946.073791503906,466.933197021484,0.0,0.0,6.10370206832886,0.0,15015.1064453125,6591.998046875,0.0,3.05185103416443,2023-07-22 02:59:29.753095300-04:00
442,2023-07-22T02:59:29.7530953-04:00,10808163,0.0,854.518249511719,439.466522216797,0.0,0.0,0.0,0.0,14007.99609375,6408.88720703125,0.0,3.05185103416443,2023-07-22 02:59:29.753095300-04:00
162,2023-07-22T02:59:29.7530953-04:00,10621447,0.0,549.333190917969,64.0888671875,0.0,0.0,0.0,0.0,13000.884765625,4303.10986328125,0.0,3.05185103416443,2023-07-22 02:59:29.753095300-04:00
355,2023-07-22T02:59:29.7530953-04:00,10795927,0.0,213.62956237793,192.266616821289,0.0,0.0,6.10370206832886,0.0,14007.99609375,7904.2939453125,0.0,3.05185103416443,2023-07-22 02:59:29.753095300-04:00
422,2023-07-22T02:59:29.7530953-04:00,10808161,0.0,915.555297851563,466.933197021484,0.0,0.0,6.10370206832886,0.0,16983.55078125,6591.998046875,0.0,3.05185103416443,2023-07-22 02:59:29.753095300-04:00
182,2023-07-22T02:59:29.7530953-04:00,10621447,0.0,549.333190917969,64.0888671875,0.0,0.0,0.0,0.0,13000.884765625,4303.10986328125,0.0,3.05185103416443,2023-07-22 02:59:29.753095300-04:00
242,2023-07-22T02:59:29.7530953-04:00,10793168,0.0,1190.22192382813,741.599792480469,0.0,0.0,6.10370206832886,0.0,22980.4375,9186.0712890625,0.0,3.05185103416443,2023-07-22 02:59:29.753095300-04:00
402,2023-07-22T02:59:29.7530953-04:00,10808161,0.0,915.555297851563,466.933197021484,0.0,0.0,6.10370206832886,0.0,16983.55078125,6591.998046875,0.0,3.05185103416443,2023-07-22 02:59:29.753095300-04:00
362,2023-07-22T02:59:29.7530953-04:00,10808160,0.0,946.073791503906,466.933197021484,0.0,0.0,6.10370206832886,0.0,15015.1064453125,6591.998046875,0.0,3.05185103416443,2023-07-22 02:59:29.753095300-04:00
202,2023-07-22T02:59:29.7530953-04:00,10793167,0.0,885.036804199219,393.688781738281,0.0,0.0,0.0,0.0,11993.7744140625,5005.03564453125,0.0,3.05185103416443,2023-07-22 02:59:29.753095300-04:00
222,2023-07-22T02:59:29.7530953-04:00,10793167,0.0,885.036804199219,393.688781738281,0.0,0.0,0.0,0.0,11993.7744140625,5005.03564453125,0.0,3.05185103416443,2023-07-22 02:59:29.753095300-04:00
302,2023-07-22T02:59:29.7530953-04:00,10793169,0.0,1007.11083984375,531.022094726563,0.0,0.0,0.0,0.0,16983.55078125,6012.146484375,0.0,3.05185103416443,2023-07-22 02:59:29.753095300-04:00
262,2023-07-22T02:59:29.7530953-04:00,10793168,0.0,1190.22192382813,741.599792480469,0.0,0.0,6.10370206832886,0.0,22980.4375,9186.0712890625,0.0,3.05185103416443,2023-07-22 02:59:29.753095300-04:00
2,2023-07-22T02:59:29.7530953-04:00,10047622,0.0,823.999755859375,201.422164916992,0.0,0.0,12.2074041366577,0.0,42985.3203125,11597.033203125,0.0,3.05185103416443,2023-07-22 02:59:29.753095300-04:00
62,2023-07-22T02:59:29.7530953-04:00,10608848,0.0,915.555297851563,265.511047363281,0.0,0.0,0.0,30.5185089111328,5996.88720703125,2105.77709960938,0.0,3.05185103416443,2023-07-22 02:59:29.753095300-04:00
22,2023-07-22T02:59:29.7530953-04:00,10047622,0.0,823.999755859375,201.422164916992,0.0,0.0,12.2074041366577,0.0,42985.3203125,11597.033203125,0.0,3.05185103416443,2023-07-22 02:59:29.753095300-04:00
42,2023-07-22T02:59:29.7530953-04:00,10608848,0.0,915.555297851563,265.511047363281,0.0,0.0,0.0,30.5185089111328,5996.88720703125,2105.77709960938,0.0,3.05185103416443,2023-07-22 02:59:29.753095300-04:00
82,2023-07-22T02:59:29.7530953-04:00,10608851,0.0,1403.85144042969,439.466522216797,0.0,0.0,0.0,0.0,9018.2197265625,2105.77709960938,0.0,3.05185103416443,2023-07-22 02:59:29.753095300-04:00
84,2023-07-22T18:59:29.7530953-04:00,10608851,0.0,1495.40698242188,448.622100830078,0.0,0.0,0.0,0.0,9018.2197265625,2197.33276367188,0.0,3.05185103416443,2023-07-22 18:59:29.753095300-04:00
164,2023-07-22T18:59:29.7530953-04:00,10621447,0.0,549.333190917969,73.2444229125977,0.0,0.0,0.0,0.0,13000.884765625,4394.66552734375,0.0,3.05185103416443,2023-07-22 18:59:29.753095300-04:00
64,2023-07-22T18:59:29.7530953-04:00,10608848,0.0,946.073791503906,274.666595458984,0.0,0.0,0.0,30.5185089111328,5996.88720703125,2197.33276367188,0.0,3.05185103416443,2023-07-22 18:59:29.753095300-04:00
184,2023-07-22T18:59:29.7530953-04:00,10621447,0.0,549.333190917969,73.2444229125977,0.0,0.0,0.0,0.0,13000.884765625,4394.66552734375,0.0,3.05185103416443,2023-07-22 18:59:29.753095300-04:00
204,2023-07-22T18:59:29.7530953-04:00,10793167,0.0,885.036804199219,402.844329833984,0.0,0.0,0.0,0.0,11993.7744140625,5096.59130859375,0.0,3.05185103416443,2023-07-22 18:59:29.753095300-04:00
224,2023-07-22T18:59:29.7530953-04:00,10793167,0.0,885.036804199219,402.844329833984,0.0,0.0,0.0,0.0,11993.7744140625,5096.59130859375,0.0,3.05185103416443,2023-07-22 18:59:29.753095300-04:00
244,2023-07-22T18:59:29.7530953-04:00,10793168,0.0,1220.74035644531,750.755310058594,0.0,0.0,6.10370206832886,0.0,23987.548828125,9613.330078125,0.0,3.05185103416443,2023-07-22 18:59:29.753095300-04:00
264,2023-07-22T18:59:29.7530953-04:00,10793168,0.0,1220.74035644531,750.755310058594,0.0,0.0,6.10370206832886,0.0,23987.548828125,9613.330078125,0.0,3.05185103416443,2023-07-22 18:59:29.753095300-04:00
284,2023-07-22T18:59:29.7530953-04:00,10793169,0.0,1007.11083984375,540.177612304688,0.0,0.0,0.0,0.0,17990.662109375,6195.25732421875,0.0,3.05185103416443,2023-07-22 18:59:29.753095300-04:00
44,2023-07-22T18:59:29.7530953-04:00,10608848,0.0,946.073791503906,274.666595458984,0.0,0.0,0.0,30.5185089111328,5996.88720703125,2197.33276367188,0.0,3.05185103416443,2023-07-22 18:59:29.753095300-04:00
324,2023-07-22T18:59:29.7530953-04:00,10795927,0.0,213.62956237793,201.422164916992,0.0,0.0,6.10370206832886,0.0,14007.99609375,8087.40478515625,0.0,3.05185103416443,2023-07-22 18:59:29.753095300-04:00
357,2023-07-22T18:59:29.7530953-04:00,10795927,0.0,213.62956237793,201.422164916992,0.0,0.0,6.10370206832886,0.0,14007.99609375,8087.40478515625,0.0,3.05185103416443,2023-07-22 18:59:29.753095300-04:00
364,2023-07-22T18:59:29.7530953-04:00,10808160,0.0,1007.11083984375,476.088745117188,0.0,0.0,6.10370206832886,0.0,16022.2177734375,6897.18310546875,0.0,3.05185103416443,2023-07-22 18:59:29.753095300-04:00
384,2023-07-22T18:59:29.7530953-04:00,10808160,0.0,1007.11083984375,476.088745117188,0.0,0.0,6.10370206832886,0.0,16022.2177734375,6897.18310546875,0.0,3.05185103416443,2023-07-22 18:59:29.753095300-04:00
24,2023-07-22T18:59:29.7530953-04:00,10047622,0.0,854.518249511719,210.577713012695,0.0,0.0,12.2074041366577,0.0,44999.54296875,11902.21875,0.0,3.05185103416443,2023-07-22 18:59:29.753095300-04:00
404,2023-07-22T18:59:29.7530953-04:00,10808161,0.0,915.555297851563,476.088745117188,0.0,0.0,6.10370206832886,0.0,16983.55078125,6897.18310546875,0.0,3.05185103416443,2023-07-22 18:59:29.753095300-04:00
424,2023-07-22T18:59:29.7530953-04:00,10808161,0.0,915.555297851563,476.088745117188,0.0,0.0,6.10370206832886,0.0,16983.55078125,6897.18310546875,0.0,3.05185103416443,2023-07-22 18:59:29.753095300-04:00
444,2023-07-22T18:59:29.7530953-04:00,10808163,0.0,915.555297851563,457.777648925781,0.0,0.0,0.0,0.0,16022.2177734375,6988.73876953125,0.0,3.05185103416443,2023-07-22 18:59:29.753095300-04:00
464,2023-07-22T18:59:29.7530953-04:00,10808163,0.0,915.555297851563,457.777648925781,0.0,0.0,0.0,0.0,16022.2177734375,6988.73876953125,0.0,3.05185103416443,2023-07-22 18:59:29.753095300-04:00
484,2023-07-22T18:59:29.7530953-04:00,10883313,0.0,946.073791503906,503.555419921875,0.0,0.0,6.10370206832886,0.0,16983.55078125,5890.072265625,0.0,3.05185103416443,2023-07-22 18:59:29.753095300-04:00
4,2023-07-22T18:59:29.7530953-04:00,10047622,0.0,854.518249511719,210.577713012695,0.0,0.0,12.2074041366577,0.0,44999.54296875,11902.21875,0.0,3.05185103416443,2023-07-22 18:59:29.753095300-04:00
504,2023-07-22T18:59:29.7530953-04:00,10883313,0.0,946.073791503906,503.555419921875,0.0,0.0,6.10370206832886,0.0,16983.55078125,5890.072265625,0.0,3.05185103416443,2023-07-22 18:59:29.753095300-04:00
144,2023-07-22T18:59:29.7530953-04:00,10621445,0.0,488.296142578125,45.7777633666992,0.0,0.0,0.0,0.0,3021.33251953125,1403.85144042969,0.0,3.05185103416443,2023-07-22 18:59:29.753095300-04:00
124,2023-07-22T18:59:29.7530953-04:00,10621445,0.0,488.296142578125,45.7777633666992,0.0,0.0,0.0,0.0,3021.33251953125,1403.85144042969,0.0,3.05185103416443,2023-07-22 18:59:29.753095300-04:00
304,2023-07-22T18:59:29.7530953-04:00,10793169,0.0,1007.11083984375,540.177612304688,0.0,0.0,0.0,0.0,17990.662109375,6195.25732421875,0.0,3.05185103416443,2023-07-22 18:59:29.753095300-04:00
104,2023-07-22T18:59:29.7530953-04:00,10608851,0.0,1495.40698242188,448.622100830078,0.0,0.0,0.0,0.0,9018.2197265625,2197.33276367188,0.0,3.05185103416443,2023-07-22 18:59:29.753095300-04:00
506,2023-07-23T10:59:29.7530953-04:00,10883313,0.0,854.518249511719,476.088745117188,0.0,0.0,6.10370206832886,0.0,16983.55078125,5493.33154296875,0.0,3.05185103416443,2023-07-23 10:59:29.753095300-04:00
466,2023-07-23T10:59:29.7530953-04:00,10808163,0.0,823.999755859375,430.310974121094,0.0,0.0,0.0,0.0,15015.1064453125,6500.4423828125,0.0,3.05185103416443,2023-07-23 10:59:29.753095300-04:00
426,2023-07-23T10:59:29.7530953-04:00,10808161,0.0,854.518249511719,448.622100830078,0.0,0.0,6.10370206832886,0.0,16983.55078125,6500.4423828125,0.0,3.05185103416443,2023-07-23 10:59:29.753095300-04:00
366,2023-07-23T10:59:29.7530953-04:00,10808160,0.0,976.59228515625,476.088745117188,0.0,0.0,6.10370206832886,0.0,16022.2177734375,7110.8125,0.0,3.05185103416443,2023-07-23 10:59:29.753095300-04:00
146,2023-07-23T10:59:29.7530953-04:00,10621445,0.0,457.777648925781,45.7777633666992,0.0,0.0,0.0,0.0,3021.33251953125,1403.85144042969,0.0,3.05185103416443,2023-07-23 10:59:29.753095300-04:00
226,2023-07-23T10:59:29.7530953-04:00,10793167,0.0,854.518249511719,384.533233642578,0.0,0.0,0.0,0.0,10986.6630859375,5706.96142578125,0.0,3.05185103416443,2023-07-23 10:59:29.753095300-04:00
386,2023-07-23T10:59:29.7530953-04:00,10808160,0.0,976.59228515625,476.088745117188,0.0,0.0,6.10370206832886,0.0,16022.2177734375,7110.8125,0.0,3.05185103416443,2023-07-23 10:59:29.753095300-04:00
46,2023-07-23T10:59:29.7530953-04:00,10608848,0.0,885.036804199219,265.511047363281,0.0,0.0,0.0,30.5185089111328,5996.88720703125,2105.77709960938,0.0,3.05185103416443,2023-07-23 10:59:29.753095300-04:00
206,2023-07-23T10:59:29.7530953-04:00,10793167,0.0,854.518249511719,384.533233642578,0.0,0.0,0.0,0.0,10986.6630859375,5706.96142578125,0.0,3.05185103416443,2023-07-23 10:59:29.753095300-04:00
26,2023-07-23T10:59:29.7530953-04:00,10047622,0.0,823.999755859375,201.422164916992,0.0,0.0,12.2074041366577,0.0,43992.4296875,13397.6259765625,0.0,3.05185103416443,2023-07-23 10:59:29.753095300-04:00
406,2023-07-23T10:59:29.7530953-04:00,10808161,0.0,854.518249511719,448.622100830078,0.0,0.0,6.10370206832886,0.0,16983.55078125,6500.4423828125,0.0,3.05185103416443,2023-07-23 10:59:29.753095300-04:00
186,2023-07-23T10:59:29.7530953-04:00,10621447,0.0,518.814636230469,64.0888671875,0.0,0.0,0.0,0.0,13000.884765625,4211.55419921875,0.0,3.05185103416443,2023-07-23 10:59:29.753095300-04:00
66,2023-07-23T10:59:29.7530953-04:00,10608848,0.0,885.036804199219,265.511047363281,0.0,0.0,0.0,30.5185089111328,5996.88720703125,2105.77709960938,0.0,3.05185103416443,2023-07-23 10:59:29.753095300-04:00
446,2023-07-23T10:59:29.7530953-04:00,10808163,0.0,823.999755859375,430.310974121094,0.0,0.0,0.0,0.0,15015.1064453125,6500.4423828125,0.0,3.05185103416443,2023-07-23 10:59:29.753095300-04:00
166,2023-07-23T10:59:29.7530953-04:00,10621447,0.0,518.814636230469,64.0888671875,0.0,0.0,0.0,0.0,13000.884765625,4211.55419921875,0.0,3.05185103416443,2023-07-23 10:59:29.753095300-04:00
6,2023-07-23T10:59:29.7530953-04:00,10047622,0.0,823.999755859375,201.422164916992,0.0,0.0,12.2074041366577,0.0,43992.4296875,13397.6259765625,0.0,3.05185103416443,2023-07-23 10:59:29.753095300-04:00
246,2023-07-23T10:59:29.7530953-04:00,10793168,0.0,1129.18481445313,714.133117675781,0.0,0.0,6.10370206832886,0.0,22019.10546875,9491.2568359375,0.0,3.05185103416443,2023-07-23 10:59:29.753095300-04:00
359,2023-07-23T10:59:29.7530953-04:00,10795927,0.0,213.62956237793,201.422164916992,0.0,0.0,6.10370206832886,0.0,13000.884765625,7812.73828125,0.0,3.05185103416443,2023-07-23 10:59:29.753095300-04:00
86,2023-07-23T10:59:29.7530953-04:00,10608851,0.0,1434.36999511719,430.310974121094,0.0,0.0,0.0,0.0,9979.552734375,2105.77709960938,0.0,3.05185103416443,2023-07-23 10:59:29.753095300-04:00
106,2023-07-23T10:59:29.7530953-04:00,10608851,0.0,1434.36999511719,430.310974121094,0.0,0.0,0.0,0.0,9979.552734375,2105.77709960938,0.0,3.05185103416443,2023-07-23 10:59:29.753095300-04:00
