asset_id,timestamp,energy_loss,location_zip
9010,2023-04-27 22:00:00,5.38e-07,99557
9010,2023-04-27 23:00:00,9.44e-07,99557
9010,2023-04-28 00:00:00,9.35e-07,99557
9010,2023-04-28 01:00:00,1.01e-06,99557
9010,2023-04-28 02:00:00,1.05e-06,99557
9010,2023-04-28 03:00:00,1.05e-06,99557
9010,2023-04-28 04:00:00,1.09e-06,99557
9010,2023-04-28 05:00:00,1.09e-06,99557
9010,2023-04-28 06:00:00,1.13e-06,99557
9010,2023-04-28 07:00:00,1.13e-06,99557
9010,2023-04-28 08:00:00,1.13e-06,99557
9010,2023-04-28 09:00:00,1.1e-06,99557
9010,2023-04-28 10:00:00,1.09e-06,99557
9010,2023-04-28 11:00:00,9.97e-07,99557
9010,2023-04-28 12:00:00,9.79e-07,99557
9010,2023-04-28 13:00:00,1.01e-06,99557
9010,2023-04-28 14:00:00,9.79e-07,99557
9010,2023-04-28 15:00:00,9.35e-07,99557
9010,2023-04-28 16:00:00,9.03e-07,99557
9010,2023-04-28 17:00:00,8.59e-07,99557
9010,2023-04-28 18:00:00,5.47e-08,99557
9010,2023-04-28 19:00:00,2.16e-06,99557
9010,2023-04-28 20:00:00,8.97e-06,99557
9010,2023-04-28 21:00:00,9.17e-06,99557
9010,2023-04-28 22:00:00,8.87e-06,99557
9010,2023-04-28 23:00:00,9.06e-06,99557
9010,2023-04-29 00:00:00,9e-06,99557
9010,2023-04-29 01:00:00,8.5e-06,99557
9010,2023-04-29 02:00:00,4.66e-06,99557
9010,2023-04-29 03:00:00,8.39e-06,99557
9010,2023-04-29 04:00:00,8.53e-06,99557
9010,2023-04-29 05:00:00,8.4e-06,99557
9010,2023-04-29 06:00:00,8.5e-06,99557
9010,2023-04-29 07:00:00,3.034095794,99557
9010,2023-04-29 08:00:00,2.661242962,99557
9010,2023-04-29 09:00:00,2.425250231,99557
9010,2023-04-29 10:00:00,2.229129685,99557
9010,2023-04-29 11:00:00,2.450627086,99557
9010,2023-04-29 12:00:00,2.053711469,99557
9010,2023-04-29 13:00:00,2.302890167,99557
9010,2023-04-29 14:00:00,2.030289448,99557
9010,2023-04-29 15:00:00,1.462976876,99557
9010,2023-04-29 16:00:00,0.921056065,99557
9010,2023-04-29 17:00:00,0.742248969,99557
9010,2023-04-29 18:00:00,0.697962169,99557
9010,2023-04-29 19:00:00,0.499570312,99557
9010,2023-04-29 20:00:00,0.445015072,99557
9010,2023-04-29 21:00:00,0.446033856,99557
9010,2023-04-29 22:00:00,1.585467018,99557
9010,2023-04-29 23:00:00,1.244602369,99557
9010,2023-04-30 00:00:00,0.961060652,99557
9010,2023-04-30 01:00:00,0.752475744,99557
9010,2023-04-30 02:00:00,0.666004337,99557
9010,2023-04-30 03:00:00,0.577642202,99557
9010,2023-04-30 04:00:00,0.587784907,99557
9010,2023-04-30 05:00:00,0.680553151,99557
9010,2023-04-30 06:00:00,0.857441975,99557
9010,2023-04-30 07:00:00,0.958096777,99557
9010,2023-04-30 08:00:00,0.858483558,99557
9010,2023-04-30 09:00:00,0.749536655,99557
9010,2023-04-30 10:00:00,0.635763362,99557
9010,2023-04-30 11:00:00,0.494901486,99557
9010,2023-04-30 12:00:00,0.460773248,99557
9010,2023-04-30 13:00:00,0.395036908,99557
9010,2023-04-30 14:00:00,0.342926962,99557
9010,2023-04-30 15:00:00,0.320923536,99557
9010,2023-04-30 16:00:00,0.280123193,99557
9010,2023-04-30 17:00:00,0.257132661,99557
9010,2023-04-30 18:00:00,0.267796812,99557
9010,2023-04-30 19:00:00,0.305309652,99557
9010,2023-04-30 20:00:00,0.407757803,99557
9010,2023-04-30 21:00:00,0.382662272,99557
9010,2023-04-30 22:00:00,0.392592446,99557
9010,2023-04-30 23:00:00,0.584891744,99557
9010,2023-05-01 00:00:00,0.618410123,99557
9010,2023-05-01 01:00:00,0.902561667,99557
9010,2023-05-01 02:00:00,0.872543791,99557
9010,2023-05-01 03:00:00,0.986276092,99557
9010,2023-05-01 04:00:00,1.044264426,99557
9010,2023-05-01 05:00:00,1.271735745,99557
9010,2023-05-01 06:00:00,1.846514226,99557
9010,2023-05-01 07:00:00,1.82684897,99557
9010,2023-05-01 08:00:00,1.561251693,99557
9010,2023-05-01 09:00:00,0.787953818,99557
9010,2023-05-01 10:00:00,0.738734454,99557
9010,2023-05-01 11:00:00,0.427517047,99557
9010,2023-05-01 12:00:00,0.345158972,99557
9010,2023-05-01 13:00:00,0.318954317,99557
9010,2023-05-01 14:00:00,0.278649139,99557
9010,2023-05-01 15:00:00,0.281978396,99557
9010,2023-05-01 16:00:00,0.247100886,99557
9010,2023-05-01 17:00:00,0.205954074,99557
9010,2023-05-01 18:00:00,0.160738534,99557
9010,2023-05-01 19:00:00,0.300574482,99557
9010,2023-05-01 20:00:00,0.571743148,99557
9010,2023-05-01 21:00:00,0.482825113,99557
9010,2023-05-01 22:00:00,1.116686981,99557
9010,2023-05-01 23:00:00,1.66547122,99557
9010,2023-05-02 00:00:00,2.434603686,99557
9010,2023-05-02 01:00:00,2.962194917,99557
9010,2023-05-02 02:00:00,2.585492041,99557
9010,2023-05-02 03:00:00,2.428669796,99557
9010,2023-05-02 04:00:00,2.195664596,99557
9010,2023-05-02 05:00:00,2.441627078,99557
9010,2023-05-02 06:00:00,3.299087589,99557
9010,2023-05-02 07:00:00,3.5,99557
9010,2023-05-02 08:00:00,3.384849888,99557
9010,2023-05-02 09:00:00,2.14459097,99557
9010,2023-05-02 10:00:00,1.637229642,99557
9010,2023-05-02 11:00:00,1.309198903,99557
9010,2023-05-02 12:00:00,1.039278617,99557
9010,2023-05-02 13:00:00,0.800178705,99557
9010,2023-05-02 14:00:00,0.686190133,99557
9010,2023-05-02 15:00:00,0.61592951,99557
9010,2023-05-02 16:00:00,0.599206081,99557
